code,new_category (pnns_groups_2)
6413300025156,Yogurt
6413300026030,Yogurt
6413300026078,Yogurt
6417777048069,Yogurt
7350000550306,Yogurt
643313857734,Yogurt
6402760320130,Yogurt
6408430023592,Yogurt
6408430025169,Yogurt
6408430029853,Yogurt
6408430407767,Yogurt
6408430407941,Yogurt
6408430408726,Yogurt
6408432000386,Yogurt
6408432202285,Yogurt
6446430237779,Yogurt
6419180912203,Yogurt
643299023055,Yogurt
6408430408788,Yogurt
6408652221943,Yogurt
6413300018004,Yogurt
20041755,Yogurt
20886820,Yogurt
20886967,Yogurt
6408430400249,Yogurt
6408430400430,Yogurt
6408430407774,Yogurt
6408430407781,Yogurt
6408430408030,Yogurt
6408430408764,Yogurt
6408652221929,Yogurt
6408652227037,Yogurt
6408653127053,Yogurt
6411200001515,Yogurt
6413300017854,Yogurt
6413300024043,Yogurt
6413300024050,Yogurt
6413300024807,Yogurt
6417781005621,Yogurt
6430010960317,Yogurt
20011307,Yogurt
20788421,Yogurt
4740036012931,Yogurt
6408430025138,Yogurt
6408430408573,Yogurt
6408430024308,Yogurt
6408430407514,Yogurt
6413300018134,Yogurt
6408652226856,Yogurt
20788438,Yogurt
6408430026333,Yogurt
6413300001457,Yogurt
6413300019698,Yogurt
9785094600503,Yogurt
20886950,Yogurt
6414893097049,Yogurt
7340191127104,Yogurt
6408430408870,Yogurt
6408652226580,Yogurt
6413300019667,Yogurt
6413300025828,Yogurt
6477810056079,Yogurt
20047559,Yogurt
7392672104074,Yogurt
680569854124,Yogurt
5411188121305,Yogurt
6408430408313,Yogurt
6411200110637,Yogurt
6411200110644,Yogurt
4740036012863,Yogurt
6408430021048,Yogurt
6408430408221,Yogurt
5201054016466,Yogurt
5201054016497,Yogurt
6414891802386,Yogurt
6408430021031,Yogurt
6408430024186,Yogurt
6408430024841,Yogurt
6408430141234,Yogurt
6410405169617,Yogurt
6413300019117,Yogurt
4056489253006,Yogurt
6408430002009,Yogurt
6408430002030,Yogurt
6408430002283,Yogurt
6408430022175,Yogurt
6408430028184,Yogurt
6408430408696,Yogurt
6410405043801,Yogurt
7340011497585,Yogurt
4056489253099,Yogurt
4770207046663,Yogurt
6407204028733,Yogurt
6408430021376,Yogurt
6410405118455,Yogurt
6410405156037,Yogurt
6410405049834,Yogurt
20043032, Chocolate products
6416710060069,Cereals
6410381090561,Appetizers
6410405223944,Cheese
6430013257872,Appetizers
6410381086588,Appetizers
6409531659567,Canned food
6409460002977,One-dish meals
6410405321558,Canned food
6429830030614,One-dish meals
8690661079532,Dressings and sauces
6405304003407,One-dish meals
6430055211184,Dressings and sauces
5765228374504,Dressings and sauces
7394376616723,Plant-based milk substitutes
5289117014536,Dressings and sauces
20011161,Pastries
6430015538511,Plant-based milk substitutes
B7350068600241,Breakfast cereals
6430068080050,One-dish meals
6430043242138,One-dish meals
6430043245047,One-dish meals
6430060430839,One-dish meals
6430060430853,One-dish meals
6409531659413,Canned food
6411020002921,Teas and herbal teas and coffee
6413446012225,Teas and herbal teas and coffee
6410405179586,Fruit juices
40878737,Teas and herbal teas and coffee
5904730935128,Teas and herbal teas and coffee
6408430219452,Fruit juices
6408659990484,Milk and yogurt
6410405124760,Teas and herbal teas and coffee
6411020004451,Teas and herbal teas and coffee
6430055462906,Teas and herbal teas and coffee
6413446014649,Teas and herbal teas and coffee
5021991942112,Teas and herbal teas and coffee
7340191106420,Teas and herbal teas and coffee
5038862831574,Fruit juices
70177084745,Teas and herbal teas and coffee
4796000550626,Teas and herbal teas and coffee
6410405266033,Fruit juices
8712100619922,Teas and herbal teas and coffee
6413446010320,Teas and herbal teas and coffee
70177175221,Teas and herbal teas and coffee
6408430028283,Milk and yogurt
6414893503359,Fruit juices
6411020006721,Teas and herbal teas and coffee
6411020009210,Teas and herbal teas and coffee
6413446014212,Teas and herbal teas and coffee
7340011474180,Plant-based milk substitutes
6408430690367,Fruit juices
6411020001450,Teas and herbal teas and coffee
6415130028505,Fruit juices
6428300019302,Teas and herbal teas and coffee
6409531659796,Canned food
6410400035993,Canned food
6409054506003,One-dish meals
6409531659406,Canned food
6408430046690,Milk and yogurt
5711953131462,Milk and yogurt
6415712502225,Sweetened beverages
6408430046652,Milk and yogurt
6408430102426,Milk and yogurt
6413300015515,Milk and yogurt
6408430001323,Milk and yogurt
20885472,Sweetened beverages
6430052989550,Sweetened beverages
6410405075826,Canned food
6420260850100,Canned food
6420260850551,Canned food
8008455007089,Canned food
20196950,One-dish meals
6410405179586,Fruit juices
6415130041474,Fruit juices
8593868002832,Alcoholic beverages
6410405266033,Fruit juices
7311440602017,Fruit juices
20556372,Alcoholic beverages
3080216051246,Alcoholic beverages
4740098092803,Alcoholic beverages
6415600544023,Alcoholic beverages
6415600549639,Alcoholic beverages
6413600000952,Artificially sweetened beverages
6413600245599,Artificially sweetened beverages
6415600571135,Artificially sweetened beverages
6438460232800,Artificially sweetened beverages
6413600167549,Artificially sweetened beverages
6413600283300,Artificially sweetened beverages
6413600223603,Artificially sweetened beverages
6415600560573,Artificially sweetened beverages
6407800003394,Beef
6430014212542,Biscuits and cakes
20546090,Biscuits and cakes
3850102314126,Biscuits and cakes
6415715930834,Biscuits and cakes
4056489008590,Bread
7340011484202,Canned foods
6415712600334,Canned foods
6407218000091,Canned foods
6407218000114,Canned foods
6438460904776,Canned foods
647878060295,Canned foods
4751001585756,Canned foods
6415712900120,Canned foods
6415715169586,Canned foods
6415719135334,Canned foods
8005517004000,Canned foods
8008825016536,Canned foods
642000099594,Canned foods
6408110005191,Canned foods
6410402010332,Canned foods
6415719371954,Canned foods
6468670783267,Canned foods
5765228396629,Canned foods
6415712600556,Canned foods
9300462340029,Canned foods
4751003924713,Canned foods
6410405311856,Canned foods
7315200184669,Canned foods
6410405138514,Canned foods
7340011462705,Canned foods
7340011482772,Canned foods
5000171057815,Canned foods
6417805941720,Canned foods
8003496060024,Canned foods
6405194100521,Canned foods
24000001683,Canned foods
24000025528,Canned foods
24000124948,Canned foods
24000150817,Canned foods
20004132,Canned foods
3083680072670,Canned foods
80042556,Canned foods
8005110000454,Canned foods
20199876,Canned foods
20412111,Canned foods
8410090010636,Canned foods
24000024675,Canned foods
24000137139,Canned foods
6410402013197,Canned foods
4056489062417,Canned foods
6418013002364,Canned foods
6410405073020,Canned foods
6410405147950,Canned foods
6415712501334,Canned foods
6410405107039,Cereals
4056489182252,Cereals
6406510304722,Cereals
6414891802416,Cheese
6408430043309,Cheese
6408430142187,Cheese
6408430142194,Cheese
7310865094780,Cheese
20886875,Cheese
7310865058348,Cheese
7310865890658,Cheese
7310865074362,Cheese
4056489253020,Cheese
6408430141487,Cheese
5000159556804,Chocolate products
6411401071560,Chocolate products
6416453019195,Chocolate products
6416453038608,Chocolate products
6416453083608,Chocolate products
6420256014714,Chocolate products
8717677336630,Chocolate products
6416453014572,Chocolate products
6416453019348,Chocolate products
6416453025776,Chocolate products
8445290551641,Chocolate products
8445290551917,Chocolate products
6411401092282,Chocolate products
8445290486714,Chocolate products
3800020492482,Chocolate products
6411401017322,Chocolate products
6416453014466,Chocolate products
6416453014534,Chocolate products
6416453017405,Chocolate products
6416453075450,Chocolate products
6420256016695,Chocolate products
6416453015814,Chocolate products
6436000091108,Chocolate products
6420256015001,Chocolate products
6420256015308,Chocolate products
6420256016282,Chocolate products
7340191135741,Chocolate products
5774540984056,Chocolate products
6412500005968,Chocolate products
6412500031424,Chocolate products
6416453016576,Chocolate products
6416453061972,Chocolate products
6420256014295,Chocolate products
6436000094093,Chocolate products
20131579,Chocolate products
5000159461849,Chocolate products
5000159473866,Chocolate products
20272760,Chocolate products
4008400221021,Chocolate products
7613035312050,Chocolate products
7613035366749,Chocolate products
7622210807274,Chocolate products
20046323,Chocolate products
4008400301327,Chocolate products
5000159493338,Chocolate products
5000159512459,Chocolate products
6411401014826,Chocolate products
6411401071768,Chocolate products
6420256014134,Chocolate products
6420256015568,Chocolate products
7040110663200,Chocolate products
7310350118359,Chocolate products
4056489144274,Chocolate products
6416453014602,Chocolate products
6416453017467,Chocolate products
6416453071537,Chocolate products
6416453071612,Chocolate products
6416453072107,Chocolate products
6420900007987,Chocolate products
6436000091009,Chocolate products
6436000093416,Chocolate products
7622210871978,Chocolate products
6416453035171,Chocolate products
6416453039155,Chocolate products
6430016340373,Dairy desserts
6430016343015,Dairy desserts
4056489741503,Dairy desserts
90426278,Dairy desserts
40084725,Dairy desserts
6410402004232,Fish and seafood
6415130113072,Fruit juices
7350068293863,Fruit juices
7340011492665,Fruit juices
6414893503267,Fruit juices
6414893505513,Fruit juices
6410405318251,Ice cream
20214432,Legumes
4100290035969,Milk and yogurt
5060122036849,Milk and yogurt
6408430046607,Milk and yogurt
6408430048441,Milk and yogurt
6410405261687,Nuts
6410405261625,Nuts
6410405261649,Nuts
6410405261663,Nuts
6410405261700,Nuts
4011800407339,Nuts
6430067847746,Nuts
5694230257669,Nuts
6430051511639,Nuts
7037710090611,Nuts
7037710090604,Nuts
8595229917458,Nuts
8595229924104,Nuts
5000159528269,Nuts
5000159528320,Nuts
5712840020029,Nuts
5000159528368,Nuts
6430043701185,Nuts
6407860061174,One-dish meals
6409670001050,One-dish meals
6424200067016,One-dish meals
42463870,One-dish meals
6430043245306,One-dish meals
6430043013318,One-dish meals
20642556,One-dish meals
6406510096573,One-dish meals
6410405308023,One-dish meals
6412000033775,One-dish meals
6415712715595,One-dish meals
6430043245337,One-dish meals
6408110005177,One-dish meals
6407790900796,Pastries
6408641027488,Pastries
6409770036556,Pastries
6409770041253,Pastries
6413467540103,Pastries
6416627022235,Pastries
6430014213693,Pastries
6430060121607,Pastries
6430065890348,Pastries
6434300232207,Pastries
6434300232306,Pastries
7310500045863,Pastries
6411402672803,Pastries
6407790499207,Pastries
6416147005787,Pastries
7311070370782,Pastries
647669023027,Pastries
4056489599210,Pastries
20788957,Pastries
6409770036617,Pastries
6410405299536,Pastries
6416297050613,Pastries
5907653104718,Pastries
7311070006353,Pastries
20996154,Pastries
4056489023647,Pastries
6412000084470,Pastries
7311070347272,Pastries
20400934,Pastries
6413467448508,Pastries
6430014212566,Pastries
6434300217006,Pastries
6416192050954,Pastries
20887728,Pastries
5413161510106,Pastries
6405506429111,Pastries
6405506472155,Pastries
6410140000572,Pastries
6410580037305,Pastries
6410580067821,Pastries
6411550023564,Pastries
6411550024943,Pastries
6411550032924,Pastries
6413467524103,Pastries
6416627005191,pastries
6424200063513,Pastries
6430036731250,Pastries
6430047632492,Pastries
6434300217402,Pastries
6434300217600,Pastries
6410405124784,Pastries
6416192040023,Pastries
6416450004903,Pastries
6434300232108,Pastries
6408550031040,Pastries
6430036732103,Pastries
6430036732523,Pastries
6430036732547,Pastries
6434300230807,Pastries
6411402578525,Pastries
6408430400423,Plant-based milk substitutes
6408659990705,Plant-based milk substitutes
6408659990729,Plant-based milk substitutes
6408659991214,Plant-based milk substitutes
6411200112839,Plant-based milk substitutes
6411200113737,Plant-based milk substitutes
6411200113744,Plant-based milk substitutes
6430081490119,Plant-based milk substitutes
7311440600549,Plant-based milk substitutes
7311440600570,Plant-based milk substitutes
7311440600587,Plant-based milk substitutes
7311440600594,Plant-based milk substitutes
7311440600624,Plant-based milk substitutes
6408430408825,Plant-based milk substitutes
6410220009068,Plant-based milk substitutes
6410222009103,Plant-based milk substitutes
5411188136996,Plant-based milk substitutes
5411188137627,Plant-based milk substitutes
5411188138952,Plant-based milk substitutes
6408430400010,Plant-based milk substitutes
6408430400034,Plant-based milk substitutes
6408430400041,Plant-based milk substitutes
6408430400416,Plant-based milk substitutes
6408430400447,Plant-based milk substitutes
6408430400522,Plant-based milk substitutes
6408430408337,Plant-based milk substitutes
6408430408597,Plant-based milk substitutes
6408659991009,Plant-based milk substitutes
6408659991023,Plant-based milk substitutes
6408659991290,Plant-based milk substitutes
6410220006302,Plant-based milk substitutes
6410222006607,Plant-based milk substitutes
6411200000389,Plant-based milk substitutes
6430015533714,Plant-based milk substitutes
6430015537200,Plant-based milk substitutes
6430015537323,Plant-based milk substitutes
6430015538825,Plant-based milk substitutes
6430066321414,Plant-based milk substitutes
6430066321421,Plant-based milk substitutes
6430081490188,Plant-based milk substitutes
7311440622053,Plant-based milk substitutes
7311440622084,Plant-based milk substitutes
7350126080206,Plant-based milk substitutes
8719324144018,Plant-based milk substitutes
5411188139560,Plant-based milk substitutes
5411188110712,Plant-based milk substitutes
5411188137702,Plant-based milk substitutes
5411188138099,Plant-based milk substitutes
5411188138990,Plant-based milk substitutes
38900033118,Plant-based milk substitutes
38900033125,Plant-based milk substitutes
5411188139010,Plant-based milk substitutes
8719325822717,Plant-based milk substitutes
4740036016250,Plant-based milk substitutes
5701977550523,Plant-based milk substitutes
5701977550547,Plant-based milk substitutes
6408430400102,Plant-based milk substitutes
6410220009426,Plant-based milk substitutes
6430081490966,Plant-based milk substitutes
8719325822410,Plant-based milk substitutes
8719325822861,Plant-based milk substitutes
6408430400256,Plant-based milk substitutes
6414893096097,Plant-based milk substitutes
7311440622046,Plant-based milk substitutes
6408430408603,Plant-based milk substitutes
6430015537361,Plant-based milk substitutes
5411188125839,Plant-based milk substitutes
5411188128663,Plant-based milk substitutes
5411188116882,Plant-based milk substitutes
4056489466628,Plant-based milk substitutes
4056489466635,Plant-based milk substitutes
5411188082583,Plant-based milk substitutes
5411188091622,Plant-based milk substitutes
5411188099154,Plant-based milk substitutes
5411188100324,Plant-based milk substitutes
5411188110743,Plant-based milk substitutes
5411188118121,Plant-based milk substitutes
5411188119098,Plant-based milk substitutes
5411188121213,Plant-based milk substitutes
5411188124191,Plant-based milk substitutes
5411188125808,Plant-based milk substitutes
5411188128458,Plant-based milk substitutes
5411188128588,Plant-based milk substitutes
5411188128601,Plant-based milk substitutes
5411188128625,Plant-based milk substitutes
5411188133759,Plant-based milk substitutes
6410220009006,Plant-based milk substitutes
6410405112743,Plant-based milk substitutes
6430015537224,Plant-based milk substitutes
6408430408610,Plant-based milk substitutes
6410220004575,Plant-based milk substitutes
6410220006319,Plant-based milk substitutes
6411200112822,Plant-based milk substitutes
6430015537187,Plant-based milk substitutes
6430015537248,Plant-based milk substitutes
6430015537262,Plant-based milk substitutes
6430015537309,Plant-based milk substitutes
6430015537347,Plant-based milk substitutes
7394376618017,Plant-based milk substitutes
7394376618024,Plant-based milk substitutes
7394376618031,Plant-based milk substitutes
7311440600426,Plant-based milk substitutes
6406300011311,Processed meat
6409100050993,Processed meat
6407800020650,Processed meat
6414893389243,Proteiini snacks and drinks
4002971277005,Protein snacks and drinks
5060221208789,Protein snacks and drinks
6408432000751,Protein snacks and drinks
7310861015246,Protein snacks and drinks
7310861040859,Protein snacks and drinks
7310861040866,Protein snacks and drinks
6408430407361,Protein snacks and drinks
6408430408801,Protein snacks and drinks
6410405302892,Protein snacks and drinks
6408430408795,Protein snacks and drinks
6413300025705,Protein snacks and drinks
6413300025989,Protein snacks and drinks
6414893389267,Protein snacks and drinks
6430056280646,Protein snacks and drinks
6430067845360,Protein snacks and drinks
6430067845865,Protein snacks and drinks
7310861015239,Protein snacks and drinks
7310861040842,Protein snacks and drinks
4740125582147,Protein snacks and drinks
6421766033219,Protein snacks and drinks
6438574132362,Protein snacks and drinks
6438574132485,Protein snacks and drinks
6438574132522,Protein snacks and drinks
7310861040873,Protein snacks and drinks
6408430408177,Protein snacks and drinks
6408653127886,Protein snacks and drinks
6410405223678,Protein snacks and drinks
6410405223692,Protein snacks and drinks
6413300025460,Protein snacks and drinks
6413300025972,Protein snacks and drinks
6414893389281,Protein snacks and drinks
6417777051083,Protein snacks and drinks
6412324500106,Protein snacks and drinks
6417777051014,Protein snacks and drinks
6417777051021,Protein snacks and drinks
6417777052011,Protein snacks and drinks
6417777052028,Protein snacks and drinks
6408430408214,Protein snacks and drinks
6408653126896,Protein snacks and drinks
6408653126933,Protein snacks and drinks
6417777052066,Protein snacks and drinks
6430042025152,Protein snacks and drinks
6430066321308,Protein snacks and drinks
6430067844523,Protein snacks and drinks
6408430408986,Protein snacks and drinks
6416453093201,Protein snacks and drinks
6416453093218,Protein snacks and drinks
6417777051113,Protein snacks and drinks
6408430400324,Protein snacks and drinks
6408430407682,Protein snacks and drinks
6408653127701,Protein snacks and drinks
6430042025060,Protein snacks and drinks
6430067849894,Protein snacks and drinks
7350000552478,Protein snacks and drinks
6410405266934,Protein snacks and drinks
6430056283951,Protein snacks and drinks
6430056283968,Protein snacks and drinks
6430056284033,Protein snacks and drinks
7310861015017,Protein snacks and drinks
7310861015260,Protein snacks and drinks
6408430400058,Protein snacks and drinks
6408430400126,Protein snacks and drinks
6408430400560,Protein snacks and drinks
6408430408917,Protein snacks and drinks
6408653126919,Protein snacks and drinks
6408653127039,Protein snacks and drinks
6417777051076,Protein snacks and drinks
7350068291159,Protein snacks and drinks
5704190111304,Protein snacks and drinks
6408430400393,Protein snacks and drinks
6408430400409,Protein snacks and drinks
6411200001706,Protein snacks and drinks
6411200001737,Protein snacks and drinks
6429810602008,Protein snacks and drinks
6430051514821,Protein snacks and drinks
6430056283074,Protein snacks and drinks
6430056283838,Protein snacks and drinks
6430056283937,Protein snacks and drinks
6430066320868,Protein snacks and drinks
6430067846268,Protein snacks and drinks
6430067846282,Protein snacks and drinks
6410405266996,Protein snacks and drinks
7350000552447,Protein snacks and drinks
6408430042951,Protein snacks and drinks
6408430407378,Protein snacks and drinks
5411188139621,Protein snacks and drinks
7340001804409,Protein snacks and drinks
5060402906985,Protein snacks and drinks
7340001803471,Protein snacks and drinks
7350068295089,Protein snacks and drinks
4002971246803,Protein snacks and drinks
4002971275902,Protein snacks and drinks
4011800580612,Protein snacks and drinks
5000159527088,Protein snacks and drinks
5060402906961,Protein snacks and drinks
6430056282619,Protein snacks and drinks
6430056283678,Protein snacks and drinks
7310861015000,Protein snacks and drinks
7310861015277,Protein snacks and drinks
7340001800227,Protein snacks and drinks
7340001800715,Protein snacks and drinks
7340001803525,Protein snacks and drinks
7340001804522,Protein snacks and drinks
7340001804812,Protein snacks and drinks
7340001805383,Protein snacks and drinks
7350068291128,Protein snacks and drinks
7350068295515,Protein snacks and drinks
7350068295539,Protein snacks and drinks
4002971288209,Protein snacks and drinks
5411188137764,Protein snacks and drinks
6413300018233,Protein snacks and drinks
4002971283907,Protein snacks and drinks
4002971329001,Protein snacks and drinks
5712840020081,Protein snacks and drinks
7340028812791,Protein snacks and drinks
4002971283808,Protein snacks and drinks
4002971301601,Protein snacks and drinks
5411188135975,Protein snacks and drinks
4002971244403,Protein snacks and drinks
4002971283402,Protein snacks and drinks
4002971303506,Protein snacks and drinks
5000159527118,Protein snacks and drinks
6408432202407,Protein snacks and drinks
7310861015253,Protein snacks and drinks
73143611,Protein snacks and drinks
73143628,Protein snacks and drinks
7350068291098,Protein snacks and drinks
7350068291111,Protein snacks and drinks
7350068295522,Protein snacks and drinks
6413300017618,Protein snacks and drinks
6413300025217,Protein snacks and drinks
6408430408979,Protein snacks and drinks
6417777042258,Protein snacks and drinks
6413600216988,Protein snacks and drinks
6408430042692,Protein snacks and drinks
6408430042777,Protein snacks and drinks
6408430044030,Protein snacks and drinks
6408430407538,Protein snacks and drinks
6408430407576,Protein snacks and drinks
6408430407705,Protein snacks and drinks
6408430408146,Protein snacks and drinks
6413300025408,Protein snacks and drinks
6413300025415,Protein snacks and drinks
6413300025439,Protein snacks and drinks
20920777,Protein snacks and drinks
4023600016109,Protein snacks and drinks
4023600016123,Protein snacks and drinks
4056489035022,Protein snacks and drinks
4100290068004,Protein snacks and drinks
5704190114879,Protein snacks and drinks
6408653126650,Protein snacks and drinks
6417777051090,Protein snacks and drinks
6417777052059,Protein snacks and drinks
6408430407569,Protein snacks and drinks
6430056593197,Protein snacks and drinks
6408430407217,Protein snacks and drinks
6408430408184,Protein snacks and drinks
6406510945352,Sandwiches
6405096008031,Sandwiches
6430078149327,Sandwiches
6405096400071,Sandwiches
6405096008055,Sandwiches
6413466035402,Sandwiches
6424200067115,Sandwiches
6409421418618,Sandwiches
6430043243104,Sandwiches
6415715930728,Soups
6408430062195,Soups
5707644531048,Sugar and honey
733129172135,Sugar and Honey
6412324443205,Sugar and Honey
6430051824777,Sugar and Honey
6419641014132,Sugar and Honey
5765228252666,Sugar and Honey
6412324441515,Sugar and Honey
6419358260068,Sugar and Honey
6411410000612,Sugar and Honey
20072803,Sugar and Honey
5701259100187,Sugar and Honey
20624477,Sugar and Honey
6410400055557,Sugar and Honey
6419332200448,Sugar and Honey
6414000001754,Sugar and Honey
6414000020021,Sugar and Honey
6430044204166,Sugar and Honey
6415712900328,Sugar and Honey
8710437001700,Sugar and Honey
6413600207160,Sweetened drinks
7622210865335,Sweets
6416554023114,Sweets
6430050764999,Sweets
4100290024758,Teas and herbal teas and coffees
20036850,Teas and herbal teas and coffees
6417348171608,Teas and herbal teas and coffees
8718226400376,Teas and herbal teas and coffees
5711953042034,Yogurt
6430057693612,Yogurt
5701977550530,Yogurt
