code,product_name,quantity,packaging_en,brands_en,categories_en,origins_en,labels_en,countries_en,nutriscore_grade,pnns_groups_1,pnns_groups_2,food_groups_en,environmental_score_score,environmental_score_grade,main_category_en,carbon-footprint_100g,carbon-footprint-from-meat-or-fish_100g
301762042,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
2045652893,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
3017620422,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
490000030464,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
11702334,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
11777016,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
18781128,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
20411626,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
20787653,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
20886684,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
21953378,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
2378111512001,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
2400617787048,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
2446454016866,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
4006814071546,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
4056489062127,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
4056489245513,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
4601713006530,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
4627087990640,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
4740042700013,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
4740098001294,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
4740098094661,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
4740098095491,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
4742231002441,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
4750020040420,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
4751009820781,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
4770082310675,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
4770301231279,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
4770301235659,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
4902401507279,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
4970694281879,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
4975046768183,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
5006949726006,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
5028197278359,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
5201350151588,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
5410233710808,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
5706911021466,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
5741000004708,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
5900437036120,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
5900552076957,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
5901088009693,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6132505060082,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6210316271061,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6224008545514,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6400001111264,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6403011101102,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6405096000813,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6405096002565,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6405244327007,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6405904880002,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6405919001003,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6406170037459,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6406300014237,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6406300014411,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6406300014428,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6406300050051,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6406510043386,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6406510096412,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6406510096481,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6406510304012,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6406510304029,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6406510304036,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6406510304647,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6406510304715,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6406510305170,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6406510700494,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6406510944447,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6408110008116,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6408430049226,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6408430400508,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6409100046453,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6409100678005,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6409400016668,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6409538430602,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6409720000194,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6409770019405,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6409770024102,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6410405069023,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6410405175724,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6410405201935,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6410405255785,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6410411020834,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6410580037817,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6411200103172,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6411200103271,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6411230010228,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6411300171637,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6412000015054,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6412000034574,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6412703013784,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6412703013791,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6413300024821,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6413446015134,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6413467459207,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6413600000846,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6413600151579,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6413600175261,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6414504292405,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6414504817271,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6415600560979,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6415600567831,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6415711804023,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6415712311209,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6415712508579,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6415712612498,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6416048000096,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6416075931332,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6416192085055,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6416453074033,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6417700053719,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6417700054884,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6417927105802,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6418158020452,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6418654001603,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6418654001696,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6418654005083,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6418785003972,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6419800041085,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6419800041108,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6419800041276,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6419800044949,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6419800052982,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6419800082477,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6419800121244,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6420101884691,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6420256012932,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6420256015544,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6420256015964,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6420256016626,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6420613937519,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6420614597262,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6420617414832,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6421000330005,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6421641014326,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6429810037398,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6429810263957,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6429830018308,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6430016342162,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6430017901320,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6430017906240,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6430018361826,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6430018361857,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6430021042002,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6430022834811,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6430033203842,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6430036733599,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6430038530066,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6430041160229,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6430041168102,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6430041168607,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6430049697826,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6430050765446,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6430055214598,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6430057031704,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6430062341911,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6430064997253,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6430064997277,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6430068080241,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6430068270796,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6430074358518,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6430076690036,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6430080630011,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6432100027870,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6434800007220,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6436501025824,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
6438560000439,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
7310401049366,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
7310470264189,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
7340191125711,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
7350112800290,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
7394098030456,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
7613035725874,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
7613035785571,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
7613036881128,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
7622201125950,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
7649989242051,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
7804345002407,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
8413042403104,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
8421747003468,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
8712561180795,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
8714789732732,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
8718951363298,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
8720211192036,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
8720589449190,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
90448782,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
9572480030378,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
9789511269830,"","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
3935,"Tenkasu Otafuku","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
43273,"Kananfileepihvi","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
64344101243,"Chicken burrito","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
64422572738,"Power Crunch Bar","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
74410025694,"Kinako","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
4155216,"Panda lakumix","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
488000021261,"Avle cog","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
640000081571,"Wasa léger - WASA","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
640000083063,"Sensation  graines de chia","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
640007586048,"Ns whey protein","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
640084604512,"Super vegan nut butter 100% cashew","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
640195009053,"Suisse long au chocolat","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
640195013913,"Suisse longue aux pépites de chocolat","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
640204420466,"Бекон","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
640352006130,"Пюре яблоко","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
640410514812,"Jalapeno Pepper Jelly","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
640410514935,"Jalapeño pepper jelly","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
640429194562,"Skyr","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
640440389916,"Singapore Noodles","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
640490600047,"Липтон","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
640500006579,"Pear Juice","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
640581339252,"Espresso il caffè - Nestlè","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
640641378337,"Rice milk with strawberries","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
640702850345,"Protein čokoláda","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
640730170651,"Le p'tit strudel pomme cannelle","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
641050404792,"Моцарелла","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
641052661124,"Œuf de poisson","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
641064001840,"- swiss dream","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
641280441390,"Малиновый чизкейк","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
641446211188,"Tunfiskrøre","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
641475376605,"Party Schinkengipfeli","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
641720085474,"Pasta frango","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
641983604450,"Phormula-1 - 1st Phorm","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
642009003356,"Madalenas sem glúten","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
642036015650,"Halloumi  domácí - Halloumi Farms","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
642115301636,"Vivo protein sabor chocolate - Vivo","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
642150507161,"Суперсытный сурп-пюре сырный","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
642205110285,"Black Angus roast beef","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
642213843380,"Hot pepper sauce Shito","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
642310048039,"Maionese Leve -30% gordura","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
642460971003,"Kokos desert","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
643000007046,"Cornatur","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
643000030075,"Salade Betty Bossy jambon gruyère","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
643000144772,"Sandwich Migros poulet","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
643003896463,"Oh! High Protein fraise","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
643033010655,"Apéro jambon cru artisanal","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
643035039562,"Nesquick","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
643085049467,"Etorki","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
643090003096,"YAOS Nestle","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
643264304875,"Feta","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
643413033540,"Thon rose","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
643434385635,"Gigli","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
643534699427,"Nancy’s Oatmilk","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
643570932823,"Shri Punjabi Roti","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
643755503244,"Donitas chile y limón","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
643843680093,"Premier Protein","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
643846310898,"Premier","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
643966994176,"Laugenbrezel mit Salami","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
644031944423,"Smoothies  red dragons","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
644113216790,"Saucisse de veau","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
644125652777,"Power Crunch Protein Bar","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
644225120091,"Protein crisps salt and vinegar","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
644225727375,"Power crunch","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
644240398475,"Éveil du bouddha","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
644257004062,"Bolo do caco","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
644300043031,"Feijoada","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
644319037137,"Farine complète","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
644326606500,"Prozis barre","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
644342284171,"Bolo de ananás","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
644384895144,"Peanut butter caramelized pecan","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
644395050426,"Cavalinhas em tomate","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
644400019462,"Chocobutter","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
644409543562,"Oays instant whole nutchoc","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
644595452525,"Landjaeger - Rudolphs","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
644642513469,"+Proteina","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
644659071280,"Cogumelos inteiros - Continente","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
644659107682,"Creme castanha com erva doce","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
644823580884,"Gelato stracciatella de café","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
644824387321,"Guiosa suino","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
644824387338,"Guioza legumes","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
644824697369,"Guiosa shimeji","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
644960145335,"Egg bite bacon & mozalella","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
644960181197,"Instant omelet","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
644965000233,"Protein caramel latte","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
644965134556,"Hot cocoa","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
644985897721,"Zumub protein wafer","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
644990000116,"Born on the ipa","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
645112290255,"Paleta de chicle","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
645230512239,"Oven roasted turkey - Longmont","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
645280147245,"Fruit de la passion et codonopsis - Gutsy","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
645407120038,"Camarão","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
645499018961,"Рожки ролтон","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
645560008310,"Salsicha frango","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
645650001054,"Lemon Herb Scallops","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
645672007409,"Йогурт","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
645692555935,"Papouchado","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
645847005001,"Compote Pomme Passion","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
645860000939,"Leyenda vainilla molido tuesta - Leyenda","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
645860000953,"Cafe con esencia a chocolate capuccino","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
645860012093,"Bites","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
645860013199,"Chocolates con lúcuma","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
646004101437,"Farce forestière pour vol-au-venz","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
646211341039,"Instant Protein Pancake Chocolate-Hazelnut","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
646219341826,"Pistache chocolat blanc","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
646334030056,"Salade manhattan","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
646378008066,"Ginger piña colada coconut bar","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
646434174674,"Café au lait","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
646450035614,"Сырок","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
646456702572,"Choco slim","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
646458670060,"Rocky rolls choco","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
646496570230,"Seed mix","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
646504926455,"Farmer nuts","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
646504934788,"Cafe chocolat peanut - Royal Cafe","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
646544615371,"Bifidus Yoghurt","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
646670523946,"Artisan sourdough boule","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
646670532528,"Mild Green Chile Smiked Pork Sausage","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
646680371209,"Beef Jerky","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
646845750405,"Carné de hamburguesa sabor sirlon","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
646882620983,"Diet high fibre  protein barre","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
647000554739,"Сырок ванильный глазированный","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
647024052037,"Choko Pie","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
647059911903,"Strongs(rex)","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
647185113233,"Коктейль молочный с вкусом клубники","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
647597730004,"Yellow Potato","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
647893336344,"Mediterranean Salad","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
647986001593,"Chicken breast","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
648292000201,"Rueditas - La Integral","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
648484642851,"Cappuccino","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
648558947219,"Ayrloom","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
648570015248,"Dried kiwi slice","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
648633509394,"Cappuccino noisette - Nescafé - Nescafé - Nescafé","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
649190000232,"White tuna in olive oil","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
649480006005,"Wild tuna","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
649632001902,"Prosnax","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
8218014,"Porridge","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
8910776,"uni Eagle  sriracha super hot","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
20062828,"bake","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
20782795,"Organic ice white tea peach","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
20886509,"Bcaa Drink","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
20886981,"Heleä Persikka & Aloe Vera","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
20887049,"Piparkakku","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
2311862725009,"chicken breat","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
2402654002702,"Queso mezcla semicurado","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
3220440132988,"4 Choux de Bretagne Farcis","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
3260260033959,"Galettes pur beurre","","","","","","","Finland","unknown","unknown","unknown","",,"","","",""
