code,product_name,quantity,packaging_en,brands_en,categories_en,origins_en,labels_en,countries_en,nutriscore_grade,pnns_groups_1,pnns_groups_2,food_groups_en,environmental_score_score,environmental_score_grade,main_category_en,carbon-footprint_100g,carbon-footprint-from-meat-or-fish_100g
643779671028,"Vanilla Protein Shake","","","Premier-protein","","","","Finland","unknown","unknown","unknown","",,"","","",""
643831001060,"selection cheese tray","","","Kindred-creamery","","","","Finland","unknown","unknown","unknown","",,"","","",""
643834463827,"Hummus poivrons rouges grillés","","","Mon-marche-fraicheur","","","","Finland","unknown","unknown","unknown","",,"","","",""
643843342335,"Premiers Protein  Cafe Latte","","","Premier-protein","","","","Finland","unknown","unknown","unknown","",,"","","",""
643843651659,"Chocolate Peanut Butter Shake","","","Premier-protein","","","","Finland","unknown","unknown","unknown","",,"","","",""
643843671633,"Cafe Latte","","","Premier-protein","","","","Finland","unknown","unknown","unknown","",,"","","",""
643843713333,"Premier Protein Shake Cafe Latte","","","Premier-protein","","","","Finland","unknown","unknown","unknown","",,"","","",""
643843716372,"Premier Protein","","","Premier","","","","Finland","unknown","unknown","unknown","",,"","","",""
643843716754,"Chocolate Peanut Butter","","","Premier-protein","","","","Finland","unknown","unknown","unknown","",,"","","",""
643843800743,"Cookie dough shake","","","Premier-protein","","","","Finland","unknown","unknown","unknown","",,"","","",""
643843800804,"Premier Protein Shake - Cookie Dough","","","Premier-protein","","","","Finland","unknown","unknown","unknown","",,"","","",""
643843802150,"Premier Protein Salted Caramel Popcorn","","","Premier-protein","","","","Finland","unknown","unknown","unknown","",,"","","",""
643843802228,"Salted Caramel Popcorn","","","Premier-protein","","","","Finland","unknown","unknown","unknown","",,"","","",""
643846884665,"Cafe latte Premier  Protein","","","Premier-protein","","","","Finland","unknown","unknown","unknown","",,"","","",""
643847711038,"Carmel","","","Premier-protein","","","","Finland","unknown","unknown","unknown","",,"","","",""
643848271333,"Cafe latte protein","","","Premier-protein","","","","Finland","unknown","unknown","unknown","",,"","","",""
643848671027,"Premier Protein","","","Premier-protein","","","","Finland","unknown","unknown","unknown","",,"","","",""
643913275228,"Carne asada seasoned beef skirt steak","","","Sprouts-farmers-market","","","","Finland","unknown","unknown","unknown","",,"","","",""
643953002181,"Juicy Gems pomegranate arils","","","Juicy-gems","","","","Finland","unknown","unknown","unknown","",,"","","",""
643966476818,"Burger cornature","","","Migros","","","","Finland","unknown","unknown","unknown","",,"","","",""
643992065512,"Prunes soft","","","Sun-queen","","","","Finland","unknown","unknown","unknown","",,"","","",""
644040256005,"Sliced Tuscan loaf","","","Target","","","","Finland","unknown","unknown","unknown","",,"","","",""
644040304270,"Dark Chocolate supreme dark 85%","","","Jubileu","","","","Finland","unknown","unknown","unknown","",,"","","",""
644040393007,"Nestlé Longa Vida","","","Nestlé","","","","Finland","unknown","unknown","unknown","",,"","","",""
644050333000,"Yopro banana and peanut butter","","","Danone","","","","Finland","unknown","unknown","unknown","",,"","","",""
644060010304,"Protéine mochaccino","","","Pro-zoe","","","","Finland","unknown","unknown","unknown","",,"","","",""
644064112356,"Zero protein pancake","","","Prozis","","","","Finland","unknown","unknown","unknown","",,"","","",""
644064182816,"H2O","","","Prozis","","","","Finland","unknown","unknown","unknown","",,"","","",""
644075078665,"Choco nuts hazelnut & milk Choco flavor","","","Prozis","","","","Finland","unknown","unknown","unknown","",,"","","",""
6441050,"maanviljasta","","","Vaasan","","","","Finland","unknown","unknown","unknown","",,"","","",""
644115330081,"Power crunch pro","","","Peanut-butter","","","","Finland","unknown","unknown","unknown","",,"","","",""
644125748685,"Protein energy bar vanilla","","","Power-crunch","","","","Finland","unknown","unknown","unknown","",,"","","",""
644209628339,"Dolly Parton’s Blueberry Muffins","","","Duncan-hines","","","","Finland","unknown","unknown","unknown","",,"","","",""
644225304323,"Protein bar","","","Power-crunch","","","","Finland","unknown","unknown","unknown","",,"","","",""
644225347382,"French Vanilla Creme Protein Energy Bar","","","Power-crunch","","","","Finland","unknown","unknown","unknown","",,"","","",""
644225650833,"Power crunch","","","Power-crunch","","","","Finland","unknown","unknown","unknown","",,"","","",""
644250601961,"Limón Del Sol","","","Nocco","","","","Finland","unknown","unknown","unknown","",,"","","",""
644266639156,"Saumon fumé","","","Olsen-cie","","","","Finland","unknown","unknown","unknown","",,"","","",""
644314694694,"Jerky original","","","Prozis","","","","Finland","unknown","unknown","unknown","",,"","","",""
644324895197,"Peanut butter white chocolate","","","Promis","","","","Finland","unknown","unknown","unknown","",,"","","",""
644326043732,"Épices poulet","","","Magie","","","","Finland","unknown","unknown","unknown","",,"","","",""
644355330056,"Barre prot choco","","","Prozis","","","","Finland","unknown","unknown","unknown","",,"","","",""
644384018277,"Clear whey isolate","","","Prozis","","","","Finland","unknown","unknown","unknown","",,"","","",""
644384030552,"Instant & Whole oats","","","Prozis","","","","Finland","unknown","unknown","unknown","",,"","","",""
644384394029,"Protein Cookies","","","Prozis","","","","Finland","unknown","unknown","unknown","",,"","","",""
644384657308,"Casein protein","","","Prozis","","","","Finland","unknown","unknown","unknown","",,"","","",""
644384808984,"Prozis","","","Prozis","","","","Finland","unknown","unknown","unknown","",,"","","",""
644384837267,"Beurre de cacahuète chocolat blanc","","","Prozis","","","","Finland","unknown","unknown","unknown","",,"","","",""
644384856602,"Zero Shake Chocolate Flavor","","","Prozis","","","","Finland","unknown","unknown","unknown","",,"","","",""
644384892815,"Zéro Protein Snack","","","Prozis","","","","Finland","unknown","unknown","unknown","",,"","","",""
644384895984,"Pancake chocolate brownie","","","Prozis","","","","Finland","unknown","unknown","unknown","",,"","","",""
644403033557,"Plazma Coko mini","","","Plazma","","","","Finland","unknown","unknown","unknown","",,"","","",""
644440080033,"Äpple & Fläder Juice","","","Garant","","","","Finland","unknown","unknown","unknown","",,"","","",""
644441021127,"Cmoki z mareličnim nadevom","","","Pečjak","","","","Finland","unknown","unknown","unknown","",,"","","",""
644464665124,"Orange juice","","","Tropicana","","","","Finland","unknown","unknown","unknown","",,"","","",""
644498519462,"Chocobutter","","","Prozis","","","","Finland","unknown","unknown","unknown","",,"","","",""
644504026748,"Ta belette hydratante","","","Isostar","","","","Finland","unknown","unknown","unknown","",,"","","",""
644524419193,"Blanc de poulet doré au four","","","Fleury-michon","","","","Finland","unknown","unknown","unknown","",,"","","",""
644534000183,"Baguette","","","Tradi-rouge","","","","Finland","unknown","unknown","unknown","",,"","","",""
644620610012,"Sardines à l’huile d’olive","","","Marie-elisabeth","","","","Finland","unknown","unknown","unknown","",,"","","",""
644641324820,"Petit bouddha à la myrtille","","","Iswari","","","","Finland","unknown","unknown","unknown","",,"","","",""
644652697326,"Chocolat noir sans sucre","","","Maison-guinguet","","","","Finland","unknown","unknown","unknown","",,"","","",""
644679604024,"Super Green protéines","","","Iswari","","","","Finland","unknown","unknown","unknown","",,"","","",""
644720519451,"Fruta batida","","","Mimosa","","","","Finland","unknown","unknown","unknown","",,"","","",""
644720520815,"Gresso leite meio gordo","","","Gresso","","","","Finland","unknown","unknown","unknown","",,"","","",""
644780299164,"Purée d’amande","","","Biomit","","","","Finland","unknown","unknown","unknown","",,"","","",""
644875804679,"Super petit déjeuner","","","Is-ari","","","","Finland","unknown","unknown","unknown","",,"","","",""
644912377494,"Chocolate Almond Cereal","","","Premier-protien","","","","Finland","unknown","unknown","unknown","",,"","","",""
644932061298,"Cheddar ranch chopped  kit","","","Taylor-farms","","","","Finland","unknown","unknown","unknown","",,"","","",""
644960112337,"Cafe caramel prozis","","","Prozis","","","","Finland","unknown","unknown","unknown","",,"","","",""
644960114294,"Maple","","","Prozis","","","","Finland","unknown","unknown","unknown","",,"","","",""
644960129328,"Kombucha","","","Prozis","","","","Finland","unknown","unknown","unknown","",,"","","",""
644960138160,"Fruits rouges surgelés","","","Prozis","","","","Finland","unknown","unknown","unknown","",,"","","",""
644960150438,"Quinoa soufflée","","","Prozis","","","","Finland","unknown","unknown","unknown","",,"","","",""
644960150988,"Cacahuète pouffe","","","Prozis","","","","Finland","unknown","unknown","unknown","",,"","","",""
644960175851,"H2O infusion - Tropical","","","Prozis","","","","Finland","unknown","unknown","unknown","",,"","","",""
644964006441,"Almond butter","","","Prozis","","","","Finland","unknown","unknown","unknown","",,"","","",""
644964110537,"Wheat Puffs","","","Prozis","","","","Finland","unknown","unknown","unknown","",,"","","",""
644964113583,"Protein Hazelnut Latte","","","Prozis","","","","Finland","unknown","unknown","unknown","",,"","","",""
644964131877,"Prozis","","","Prozis","","","","Finland","unknown","unknown","unknown","",,"","","",""
644964139286,"Cookie","","","Prozis","","","","Finland","unknown","unknown","unknown","",,"","","",""
644964140053,"Instant egg white Omelet","","","Prozis","","","","Finland","unknown","unknown","unknown","",,"","","",""
644964167647,"Frozen yogurt","","","Prozis","","","","Finland","unknown","unknown","unknown","",,"","","",""
644964168668,"Mini muffin","","","Prozis","","","","Finland","unknown","unknown","unknown","",,"","","",""
644964182114,"Muffins","","","Prozis","","","","Finland","unknown","unknown","unknown","",,"","","",""
644964350988,"Peanut butter powder","","","Prozis","","","","Finland","unknown","unknown","unknown","",,"","","",""
644965100438,"Quinoa souffle","","","Prozis","","","","Finland","unknown","unknown","unknown","",,"","","",""
644965109066,"Protein  ice cream","","","Prozis","","","","Finland","unknown","unknown","unknown","",,"","","",""
644965152833,"Poulet  purée haricot","","","Prozis","","","","Finland","unknown","unknown","unknown","",,"","","",""
644977000313,"Raspberry truffle flavoured","","","Bc","","","","Finland","unknown","unknown","unknown","",,"","","",""
644984112566,"Granula protéiné","","","Prozis","","","","Finland","unknown","unknown","unknown","",,"","","",""
645000063756,"Moutarde au miel et vinaigre balsamique","","","Edmond-fallot","","","","Finland","unknown","unknown","unknown","",,"","","",""
645039030200,"Prozis army meal replacement","","","Prozis","","","","Finland","unknown","unknown","unknown","",,"","","",""
645045546160,"Yogi summer","","","Nestlé","","","","Finland","unknown","unknown","unknown","",,"","","",""
645119941570,"Fromage à toast","","","Migros-m-budget","","","","Finland","unknown","unknown","unknown","",,"","","",""
645125718760,"S’mores","","","Power-crunch-protein","","","","Finland","unknown","unknown","unknown","",,"","","",""
645352542657,"Sardines","","","Carrefour","","","","Finland","unknown","unknown","unknown","",,"","","",""
645513370402,"Tomate Basilikum Salatsace","","","Bruno-s","","","","Finland","unknown","unknown","unknown","",,"","","",""
645699094307,"Rolls","","","Belin","","","","Finland","unknown","unknown","unknown","",,"","","",""
645850900607,"Noix de coco","","","Isey-skyr","","","","Finland","unknown","unknown","unknown","",,"","","",""
645931033743,"Poke BOWL","","","Carrefour","","","","Finland","unknown","unknown","unknown","",,"","","",""
646006715489,"Yaourt céréale fruit rouge","","","Pause-gourmande","","","","Finland","unknown","unknown","unknown","",,"","","",""
646030060456,"Tic Tac","","","Tic-tac","","","","Finland","unknown","unknown","unknown","",,"","","",""
646041071625,"Перец Халапеньо","","","Маркет-перекресток","","","","Finland","unknown","unknown","unknown","",,"","","",""
646051867638,"Oven roasted garlic  dip","","","A-blend-above","","","","Finland","unknown","unknown","unknown","",,"","","",""
646232221105,"Shrimp","","","Sea-lion","","","","Finland","unknown","unknown","unknown","",,"","","",""
646240477129,"Cod liver","","","Рыбный-порт","","","","Finland","unknown","unknown","unknown","",,"","","",""
646439747422,"Cappuccino choco","","","Nescafe","","","","Finland","unknown","unknown","unknown","",,"","","",""
646444000536,"Grcki jogi","","","Ducatos","","","","Finland","unknown","unknown","unknown","",,"","","",""
646444565233,"Truffes Müesli","","","M-classic","","","","Finland","unknown","unknown","unknown","",,"","","",""
646444611640,"Bifidus Nature","","","Migros","","","","Finland","unknown","unknown","unknown","",,"","","",""
646454131961,"Rice choco milk","","","Benlian","","","","Finland","unknown","unknown","unknown","",,"","","",""
646455507468,"7613035577344","","","Eko","","","","Finland","unknown","unknown","unknown","",,"","","",""
646464048143,"Gelee fruchte","","","M-cladsic","","","","Finland","unknown","unknown","unknown","",,"","","",""
646464456047,"Look","","","Nestlé","","","","Finland","unknown","unknown","unknown","",,"","","",""
646464860035,"Kub or -25%","","","Maggi","","","","Finland","unknown","unknown","unknown","",,"","","",""
646466976413,"Goodnes. Skyr","","","Nestlé","","","","Finland","unknown","unknown","unknown","",,"","","",""
646500925315,"Barre choc céréales","","","Migros","","","","Finland","unknown","unknown","unknown","",,"","","",""
646504670587,"Milk branches","","","Frey","","","","Finland","unknown","unknown","unknown","",,"","","",""
646504927124,"Almond butter Dark Cups","","","Niagara-chocolates","","","","Finland","unknown","unknown","unknown","",,"","","",""
646504936140,"Farmer  Cornflakes","","","Farmer","","","","Finland","unknown","unknown","unknown","",,"","","",""
646508584170,"Noodles","","","Indomie","","","","Finland","unknown","unknown","unknown","",,"","","",""
646528664913,"Chocolat noir","","","Swiss","","","","Finland","unknown","unknown","unknown","",,"","","",""
646597084414,"Oasis fraise framboise","","","Oasis","","","","Finland","unknown","unknown","unknown","",,"","","",""
646625270093,"Cerise kers sirop","","","Carrefour-classic","","","","Finland","unknown","unknown","unknown","",,"","","",""
646644428529,"Don Pollo","","","Migros","","","","Finland","unknown","unknown","unknown","",,"","","",""
646670003066,"Quick oats","","","Sprouts","","","","Finland","unknown","unknown","unknown","",,"","","",""
646670520518,"Parmigiano Reggiano","","","Sprouts-farmers-market","","","","Finland","unknown","unknown","unknown","",,"","","",""
646670523236,"Sprouts chicken noodle soup","","","Sprouts","","","","Finland","unknown","unknown","unknown","",,"","","",""
646670523267,"Tortellini Fagioli soup","","","Sprouts","","","","Finland","unknown","unknown","unknown","",,"","","",""
646670523496,"Pita","","","Sprouts","","","","Finland","unknown","unknown","unknown","",,"","","",""
646670523588,"Gnocchi","","","Sprouts","","","","Finland","unknown","unknown","unknown","",,"","","",""
646670523595,"Tomato and butternut squash ravioli","","","Sprouts","","","","Finland","unknown","unknown","unknown","",,"","","",""
646670523878,"Roasted Red Pepper Hummus","","","Sprouts","","","","Finland","unknown","unknown","unknown","",,"","","",""
646670525186,"Pesto Riced Cauliflower","","","Sprouts","","","","Finland","unknown","unknown","unknown","",,"","","",""
646670525209,"Hot Honey Chicken Tenders","","","Sprouts","","","","Finland","unknown","unknown","unknown","",,"","","",""
646670529689,"Baked tofu","","","Sprouts","","","","Finland","unknown","unknown","unknown","",,"","","",""
646670529702,"Tres Leches Organic Creamer","","","Sprouts","","","","Finland","unknown","unknown","unknown","",,"","","",""
646670531620,"26/30 Count Peeled & Deveined Tail On Raw Shrimp","","","Sprouts","","","","Finland","unknown","unknown","unknown","",,"","","",""
646670531682,"98% lean chicken","","","Sprout","","","","Finland","unknown","unknown","unknown","",,"","","",""
646670532429,"Hot Italian pork sausage","","","Sprouts-farmers-market","","","","Finland","unknown","unknown","unknown","",,"","","",""
646670532474,"Organic Ground Turkey","","","Sprouts","","","","Finland","unknown","unknown","unknown","",,"","","",""
646670539497,"Teriyaki Beef Jersey","","","Sprouts","","","","Finland","unknown","unknown","unknown","",,"","","",""
646670631450,"Echinacea goldenseal","","","Sprouts","","","","Finland","unknown","unknown","unknown","",,"","","",""
646943718680,"Protein Shake","","","Premier-protein","","","","Finland","unknown","unknown","unknown","",,"","","",""
647000561065,"Mini Burrata","","","Migros-selection","","","","Finland","unknown","unknown","unknown","",,"","","",""
647086041147,"Grass fed steak","","","Thomas-farms","","","","Finland","unknown","unknown","unknown","",,"","","",""
647086411162,"Top sirloin steak","","","Thomas-farm","","","","Finland","unknown","unknown","unknown","",,"","","",""
647100490210,"Хумус с вялеными томатами","","","Перекусов","","","","Finland","unknown","unknown","unknown","",,"","","",""
647187638628,"Gyoza","","","Lidl","","","","Finland","unknown","unknown","unknown","",,"","","",""
647312078923,"Atum posta em molho de tomate e orégano","","","Bolina","","","","Finland","unknown","unknown","unknown","",,"","","",""
647503000498,"Portwein brownie","","","Pure-protein","","","","Finland","unknown","unknown","unknown","",,"","","",""
647514891085,"Curry Balls","","","Don-pollo","","","","Finland","unknown","unknown","unknown","",,"","","",""
647541030020,"255","","","El-chilerito","","","","Finland","unknown","unknown","unknown","",,"","","",""
647669511074,"Lemoncello muffin","","","Nikolas-bakery","","","","Finland","unknown","unknown","unknown","",,"","","",""
647671608038,"Seasoned restaurants dialed tortilla chips","","","Garden-fresh-gourmet","","","","Finland","unknown","unknown","unknown","",,"","","",""
647865996767,"Airborne Immune Essentials","","","Airborne","","","","Finland","unknown","unknown","unknown","",,"","","",""
648089784000,"Vegan creamery tomate & basilikum","","","New-roots","","","","Finland","unknown","unknown","unknown","",,"","","",""
648114160816,"Crunchy Bread and Butter","","","Spring-valley","","","","Finland","unknown","unknown","unknown","",,"","","",""
648436310029,"Gompaghetti","","","Paldo","","","","Finland","unknown","unknown","unknown","",,"","","",""
648441561539,"Strawberry & Rhubarb Yogurt","","","Siggi-s","","","","Finland","unknown","unknown","unknown","",,"","","",""
648567001308,"Haricots azuki","","","Mon-bio","","","","Finland","unknown","unknown","unknown","",,"","","",""
648845400038,"Salade de chou","","","Sushishop","","","","Finland","unknown","unknown","unknown","",,"","","",""
648849655397,"High Protein Pudding Choco","","","Qualite-prix","","","","Finland","unknown","unknown","unknown","",,"","","",""
648860310008,"Creamy Risotto","","","Chiefs","","","","Finland","unknown","unknown","unknown","",,"","","",""
648960075371,"Peanut butter, coconola,, grain free granola","","","Grandy-organics","","","","Finland","unknown","unknown","unknown","",,"","","",""
649527522864,"Mimosa iogurte proteina natural","","","Mimosa","","","","Finland","unknown","unknown","unknown","",,"","","",""
649620085044,"Родные просторы","","","Россия","","","","Finland","unknown","unknown","unknown","",,"","","",""
649724041045,"Прирождённое клубника-малина веган","","","Вкусвилл","","","","Finland","unknown","unknown","unknown","",,"","","",""
649908219697,"Nutrabio","","","Leg-day","","","","Finland","unknown","unknown","unknown","",,"","","",""
649908232740,"L – Leucine","","","Nitro","","","","Finland","unknown","unknown","unknown","",,"","","",""
649970004030,"Salame de chocolate","","","Arminda-neto","","","","Finland","unknown","unknown","unknown","",,"","","",""
657039397993,"Kana Hapanimeläkastikkeella","","","Bento-monkey","","","","Finland","unknown","unknown","unknown","",,"","","",""
657039398013,"Kong Po Kanaa & Nuudelit","","","Bento-monkey","","","","Finland","unknown","unknown","unknown","",,"","","",""
657039398020,"Teriyakikastike Kanaa & Riisiä","","","Be-to-monkey","","","","Finland","unknown","unknown","unknown","",,"","","",""
736532709240,"Geleia De Cacau Com Castanha","","","Deveras-amazonia","","","","Finland","unknown","unknown","unknown","",,"","","",""
749282008525,"Choklad Mousse","","","Dolce","","","","Finland","unknown","unknown","unknown","",,"","","",""
7631290,"Hot Chili Sås","","","Ica","","","","Finland","unknown","unknown","unknown","",,"","","",""
783963004888,"Guava","","","Shahia","","","","Finland","unknown","unknown","unknown","",,"","","",""
806802953755,"Jamiiniriisi","","","Preah-vihear","","","","Finland","unknown","unknown","unknown","",,"","","",""
8148805,"","","","Semper","","","","Finland","unknown","unknown","unknown","",,"","","",""
843251175406,"Strawberry Lime Energy Drink","","","Battery","","","","Finland","unknown","unknown","unknown","",,"","","",""
851780004821,"Pump + Electrolytes","","","Mutant","","","","Finland","unknown","unknown","unknown","",,"","","",""
11743848,"Yoggi vanilj","","","Arla","","","","Finland","unknown","unknown","unknown","",,"","","",""
1230000147194,"Vegan Chicken Style Patty","","","Beyond-burger","","","","Finland","unknown","unknown","unknown","",,"","","",""
12761388,"","","","Vaasan","","","","Finland","unknown","unknown","unknown","",,"","","",""
13143480,"","","","Lantmannen","","","","Finland","unknown","unknown","unknown","",,"","","",""
13206994,"","","","Skyr","","","","Finland","unknown","unknown","unknown","",,"","","",""
14300606,"Basil Seed Pomegranate","","","Halime","","","","Finland","unknown","unknown","unknown","",,"","","",""
14300636,"Original Beef Jerky","","","Kuivalihakundi","","","","Finland","unknown","unknown","unknown","",,"","","",""
14300646,"Lempeä Kuningatar","","","Pingviini","","","","Finland","unknown","unknown","unknown","",,"","","",""
15915320,"Grand dessert double choc","","","Ehrmann","","","","Finland","unknown","unknown","unknown","",,"","","",""
1705251654444,"Belöning","","","Ikea","","","","Finland","unknown","unknown","unknown","",,"","","",""
2000285606582,"Ketoroonilaatikko","","","K-supermarket","","","","Finland","unknown","unknown","unknown","",,"","","",""
2000348702589,"Vaniljarahkapulla","","","Vaasan","","","","Finland","unknown","unknown","unknown","",,"","","",""
2000502901506,"Canteloupemeloni","","","Prisma","","","","Finland","unknown","unknown","unknown","",,"","","",""
2000607401901,"Kiinankaali","","","Uuden-sadon","","","","Finland","unknown","unknown","unknown","",,"","","",""
2000727903880,"Mustamakkara","","","Tapola","","","","Finland","unknown","unknown","unknown","",,"","","",""
2000960503465,"Kouvolan Lakritsi","","","K-supermarket","","","","Finland","unknown","unknown","unknown","",,"","","",""
20010713,"Pasharahka","","","milbona","","","","Finland","unknown","unknown","unknown","",,"","","",""
20011000,"Vodka vichy","","","Karlens","","","","Finland","unknown","unknown","unknown","",,"","","",""
2002536106124,"Kebab riisillä","","","Parnion-kebab","","","","Finland","unknown","unknown","unknown","",,"","","",""
2003557700926,"Juustopaahto","","","Linkosuo","","","","Finland","unknown","unknown","unknown","",,"","","",""
20038946,"Grillisalaatti chili","","","Grillimaisteri","","","","Finland","unknown","unknown","unknown","",,"","","",""
20039844,"Kana-kasvismureke","","","Kanamestari","","","","Finland","unknown","unknown","unknown","",,"","","",""
20041403,"","","","Dulano","","","","Finland","unknown","unknown","unknown","",,"","","",""
20043216,"Uunilenkki","","","Dulano","","","","Finland","unknown","unknown","unknown","",,"","","",""
20043582,"Sitruuna-inkiväärikinkku","","","Kartanon","","","","Finland","unknown","unknown","unknown","",,"","","",""
20061746,"Maksalaatikko","","","Kartanon","","","","Finland","unknown","unknown","unknown","",,"","","",""
20061777,"Pinaattiohukainen","","","Koskikylan","","","","Finland","unknown","unknown","unknown","",,"","","",""
20068240,"Raejuusto, maustamaton","","","Pohjolan-juustola","","","","Finland","unknown","unknown","unknown","",,"","","",""
2009407700009,"Lihapasteija","","","Kotimainen","","","","Finland","unknown","unknown","unknown","",,"","","",""
20099909,"Glögi","","","Jouluaitta","","","","Finland","unknown","unknown","unknown","",,"","","",""
20100971,"Pangasiusfilets","","","Vitasia","","","","Finland","unknown","unknown","unknown","",,"","","",""
20314866,"Lihaperunasoselaatikko","","","Kartanon","","","","Finland","unknown","unknown","unknown","",,"","","",""
20333959,"Italianpata","","","Lidl-kania","","","","Finland","unknown","unknown","unknown","",,"","","",""
20340155,"Vaniljainen rinkeli","","","Myllykivi","","","","Finland","unknown","unknown","unknown","",,"","","",""
20348168,"Orange push up lolly","","","Gelatelli","","","","Finland","unknown","unknown","unknown","",,"","","",""
20348175,"Cola push up lolly","","","Gelatelli","","","","Finland","unknown","unknown","unknown","",,"","","",""
20358150,"Raspberry","","","Freeway","","","","Finland","unknown","unknown","unknown","",,"","","",""
20378059,"Super Smoothie","","","Defence","","","","Finland","unknown","unknown","unknown","",,"","","",""
20378929,"Orange Juice Pure Squeezed Fruit","","","Solevits","","","","Finland","unknown","unknown","unknown","",,"","","",""
20382353,"Appelsiinitäysmehu","","","Solevita","","","","Finland","unknown","unknown","unknown","",,"","","",""
20400903,"Kevyt nauta-sikajauheliha","","","Reilu","","","","Finland","unknown","unknown","unknown","",,"","","",""
20428105,"Icetea black tea peach-hibiscus","","","Solevita","","","","Finland","unknown","unknown","unknown","",,"","","",""
20428112,"Ice tea green tea mango-chamomile","","","Solevita","","","","Finland","unknown","unknown","unknown","",,"","","",""
20429638,"Orage juice premium","","","Solevita","","","","Finland","unknown","unknown","unknown","",,"","","",""
20436780,"Colossus Guava","","","Kong-strong","","","","Finland","unknown","unknown","unknown","",,"","","",""
20437275,"Vitamin drink lemon & lime","","","Saskia","","","","Finland","unknown","unknown","unknown","",,"","","",""
20437503,"Vitamin drink rhubarb & strawberry","","","Saskia","","","","Finland","unknown","unknown","unknown","",,"","","",""
20457051,"Kevyt ja paksu 4% kerma","","","Pohjolan-meijeri","","","","Finland","unknown","unknown","unknown","",,"","","",""
20463953,"Plus aprikoosi & jasmiini sinkki+E","","","Saskia","","","","Finland","unknown","unknown","unknown","",,"","","",""
20464011,"Puolukkahillo","","","Maribel","","","","Finland","unknown","unknown","unknown","",,"","","",""
20464318,"Perinteinen Joulukinkku","","","Jouluaitta","","","","Finland","unknown","unknown","unknown","",,"","","",""
20464400,"Maustamaton AB-jogurtti","","","Pohjolan-meijeri","","","","Finland","unknown","unknown","unknown","",,"","","",""
20490539,"Naudanlihasuikale","","","Lidl","","","","Finland","unknown","unknown","unknown","",,"","","",""
20550905,"Kotimainen muikku","","","Isokari","","","","Finland","unknown","unknown","unknown","",,"","","",""
20565800,"Chorizo Raw Sausage","","","Grillimaisteri","","","","Finland","unknown","unknown","unknown","",,"","","",""
20567040,"Keittokinkku Ohuen Ohut","","","Kartanon","","","","Finland","unknown","unknown","unknown","",,"","","",""
20567590,"Peruna ja keittokasvikset","","","Freshona","","","","Finland","unknown","unknown","unknown","",,"","","",""
20604073,"Pesto-KanaSALAD","","","Select-go","","","","Finland","unknown","unknown","unknown","",,"","","",""
20642457,"Plus mansikka & raparper b6 + b12","","","Saskia","","","","Finland","unknown","unknown","unknown","",,"","","",""
20643317,"Siskonmakkara","","","Reilu","","","","Finland","unknown","unknown","unknown","",,"","","",""
20643782,"","","","Gelatelli","","","","Finland","unknown","unknown","unknown","",,"","","",""
20786717,"Hunajakana Ja Riisi","","","Kartanon","","","","Finland","unknown","unknown","unknown","",,"","","",""
20786991,"","","","Optisana","","","","Finland","unknown","unknown","unknown","",,"","","",""
20787530,"Mahtistuutti Vadelma&Lakritsi","","","Gelatelli","","","","Finland","unknown","unknown","unknown","",,"","","",""
20787554,"Keksis minttu","","","Gelatelli-lidl","","","","Finland","unknown","unknown","unknown","",,"","","",""
20788193,"Ylikypsä Kinkku","","","Kartanon","","","","Finland","unknown","unknown","unknown","",,"","","",""
20788445,"Rasvaton AB- jogurtti","","","milbona","","","","Finland","unknown","unknown","unknown","",,"","","",""
20789565,"Savulohifileepal","","","Isokari","","","","Finland","unknown","unknown","unknown","",,"","","",""
20885328,"Karpalorypälejuoma","","","Solevita","","","","Finland","unknown","unknown","unknown","",,"","","",""
20885342,"solevita seka jouma","","","Solevita","","","","Finland","unknown","unknown","unknown","",,"","","",""
20885465,"Ice Tea Persikka","","","Freeway","","","","Finland","unknown","unknown","unknown","",,"","","",""
20885649,"Maalaisviipaleet","","","Leipa-aitta","","","","Finland","unknown","unknown","unknown","",,"","","",""
20885960,"Kanan koipi","","","Lidl","","","","Finland","unknown","unknown","unknown","",,"","","",""
20886899,"oattis","","","Vemondo","","","","Finland","unknown","unknown","unknown","",,"","","",""
20887179,"Ohut Saunapalvi","","","Dulano","","","","Finland","unknown","unknown","unknown","",,"","","",""
20887186,"Joulukalkkuna","","","Jouluaitta","","","","Finland","unknown","unknown","unknown","",,"","","",""
20887889,"Herran lenkki","","","Kartanon","","","","Finland","unknown","unknown","unknown","",,"","","",""
20957575,"Chocolate Ice Cream Cone","","","Gelatelli","","","","Finland","unknown","unknown","unknown","",,"","","",""
2100100586973,"Канели","","","Вв","","","","Finland","unknown","unknown","unknown","",,"","","",""
2100100779733,"Котлеты «фитнес»","","","Вв","","","","Finland","unknown","unknown","unknown","",,"","","",""
2180690001704,"Kruti prsni sunka","","","Rohlik","","","","Finland","unknown","unknown","unknown","",,"","","",""
2200335000005,"Молоко миндальное","","","Самокат","","","","Finland","unknown","unknown","unknown","",,"","","",""
2222490015359,"Vegan cheese slices","","","Violife","","","","Finland","unknown","unknown","unknown","",,"","","",""
2318760016956,"Kanan Grilliboxi","","","Grilli-maisteri","","","","Finland","unknown","unknown","unknown","",,"","","",""
2318760017359,"Kanan Uuniboksi","","","Kanamestari","","","","Finland","unknown","unknown","unknown","",,"","","",""
