,Barcode,Product name,Brand,Quantity,Packaging material,Origin,Label,Sale countries,Product group,Food group,Product main category,Environmental score,Environmental score grade,Carbon footprint 1kg,Sustainable footprint score
4180,6416453554306,Jaffa Ässä,Fazer,300g (24),"Plastic,Pp-polypropylene,Box,Cardboard,Non-corrugated cardboard,Wrapper",Origin unknown,"Avainlippu,Low lactose - Finland",Finland,Biscuits and cakes,"Sugary snacks,Biscuits and cakes",Jaffa cakes,No information available,No information available,2.5,75.2
4181,6416453554641,Jaffakeksi,Fazer,300 g (24),"Plastic,Cardboard,PP 5 - Polypropylene,Box,Non-corrugated cardboard,Container",Origin unknown,Avainlippu,Finland,Biscuits and cakes,"Sugary snacks,Biscuits and cakes",Soft cake filled with fruits,No information available,No information available,2.5,75.2
4182,6416453554801,Jaffa,Fazer,"300g, 24kpl","Plastic,Cardboard,Non-corrugated cardboard,Pp-polypropylene",Origin unknown,"Avainlippu,fi:valmistettu-suomessa",Finland,Biscuits and cakes,"Sugary snacks,Biscuits and cakes",Jaffa cakes,No information available,No information available,2.5,75.2
4183,6416492025812,Täysrukiinen Reikäleipä,Viipurilainen-kotileipomo,450 g,"Cardboard,Paperboard",Origin unknown,fi:Hyvää Suomesta,Finland,Bread,"Cereals and potatoes,Bread",Wholemeal breads,No information available,No information available,2.5,75.2
4184,6416597814342,"Elovena annospikapuuro omena, mustikka ja vadelma",Elovena,35 g,fi:pahvi-muovi,Origin unknown,"PEFC,fi:joutsen",Finland,Breakfast cereals,"Cereals and potatoes,Breakfast cereals",fi:pikapuuro,No information available,No information available,2.65,73.7
4185,6416627005191,Piispanmunkki,Jokioisten-leipa,200 g (2),"Plastic,fi:kuplapakkaus",Origin unknown,"Avainlippu,No lactose",Finland,Pastries,"Sugary snacks,Biscuits and cakes",Jam doughnuts,No information available,No information available,2.5,75.2
4186,6416961002498,Vege Vuusto Gouda,Porlammin-vege-plus,100 g,Plastic,Origin unknown,"No gluten,Vegetarian,Vegan,No lactose,No soy",Finland,Fats,"Fats and sauces,Fats",Vegetable fats,No information available,No information available,6.05,39.6
4187,6417200023205,Iso piippu,Kouvolan-lakritsi,100 g,Plastic,Origin unknown,Avainlippu,Finland,Sweets,"Sugary snacks,Sweets",Candies,No information available,No information available,2.95,70.7
4188,6417200023984,Lakumakeinen,Kouvolan-lakritsi,150g,"Plastic,Bag",Origin unknown,"fi:suomen-paras,fi:valmistettu-suomalaisella-biokaasulla,fi:valmistettu-suomessa",Finland,Sweets,"Sugary snacks,Sweets",Bonbons,No information available,No information available,2.95,70.7
4189,6417700053030,Emännän puolikarkea vehnäjauho,Myllyn-paras,1kg,"Paper,Bag",Origin unknown,Avainlippu,Finland,Cereals,"Cereals and potatoes,Cereals",Wheat flours,No information available,No information available,2.65,73.7
4190,6417700053474,Neljän viljan pikahiutale,Myllyn-paras,450 g,"Cardboard,Paperboard",Origin unknown,"Source of fibre,Avainlippu,High fibres",Finland,Breakfast cereals,"Cereals and potatoes,Breakfast cereals",Blend of rolled cereal flakes,No information available,No information available,2.65,73.7
4191,6417775000007,100% Ruis,Tuulos-rieva,360 g,"Cardboard,Paperboard",Origin unknown,"fi:Hyvää Suomesta,fi:hiivaton,fi:lähileipä",Finland,Bread,"Cereals and potatoes,Bread",Rye breads,No information available,No information available,2.5,75.2
4192,6417777051090,ProFIT proteiinivanukas valkosuklaa-fudge,Maitokolmio,150g,"Metal,Plastic,Recyclable Metals,Aluminium,Ps-polystyrene",Origin unknown,"Source of proteins,High proteins,No lactose,Without sweeteners",Finland,Protein snacks and drinks,"Milk and dairy products,Dairy desserts",Puddings,No information available,No information available,2.05,79.8
4193,6417777052059,Tupla+ Protein Pudding Choco Toffee,Maitokolmio,180g,"Metal,Plastic,Recyclable Metals,Aluminium,Ps-polystyrene",Origin unknown,"Source of proteins,High proteins,No added sugar,No lactose",Finland,Protein snacks and drinks,"Milk and dairy products,Dairy desserts",Puddings,No information available,No information available,2.05,79.8
4194,6417781007274,Kevytmaito,Satamaito,"0,5 l","Multilayer-composite,Tetra Pak,Tetra Rex",Origin unknown,"Carbon Trust,FSC,FSC Mix",Finland,Milk and yogurt,"Milk and dairy products,Milk and yogurt",Milks,No information available,No information available,1.05,89.8
4195,6417781007359,Täysmaito,Satamaito,1 L,"Cardboard,Paperboard",Origin unknown,fi:Hyvää Suomesta,Finland,Milk and yogurt,"Milk and dairy products,Milk and yogurt",Whole milks,No information available,No information available,1.05,89.8
4196,6417781007632,Laktoositon AB-piimä,Satamaito,1 L,"Multilayer-composite,Tetra Pak,Tetra Rex",Origin unknown,"FSC,FSC Mix",Finland,Milk and yogurt,"Milk and dairy products,Milk and yogurt",Kefir,No information available,No information available,1.05,89.8
4197,6417801801004,Supermysli Mansikka ja Vadelma,"Pauluns,Orkla",400 g,"Cardboard,Paperboard,HDPE 2 - High-density polyethylene",Origin unknown,"Source of fibre,FSC,FSC Mix,High fibres,No added sugar",Finland,Breakfast cereals,"Cereals and potatoes,Breakfast cereals",Mueslis with fruits,No information available,No information available,2.65,73.7
4198,6417801801011,Supermysli mango ja kookos,Pauluns,400 g,"Cardboard,Paperboard,HDPE 2 - High-density polyethylene",Origin unknown,"Source of fibre,FSC,FSC Mix,High fibres,No added sugar",Finland,Breakfast cereals,"Cereals and potatoes,Breakfast cereals",Mueslis,No information available,No information available,2.65,73.7
4199,6417801801073,Supermysli Mustikka ja Vanilja,"Pauluns,Orkla",500 g,"Cardboard,Paperboard,HDPE 2 - High-density polyethylene",Origin unknown,"Source of fibre,FSC,High fibres,No added sugar,fi:Sydänmerkki",Finland,Breakfast cereals,"Cereals and potatoes,Breakfast cereals",Mueslis,No information available,No information available,2.65,73.7
4200,6417801801257,"Paleo Granola Kookos, Mustikka ja Manteri",Pauluns,350 g,"Plastic,Cardboard,Ldpe-low-density-polyethylene,Paperboard",Origin unknown,"Source of proteins,High proteins",Finland,Breakfast cereals,"Cereals and potatoes,Breakfast cereals",Mueslis,No information available,No information available,2.65,73.7
4201,6417801801271,Mustikka ja sitruuna granola,"Pauluns,Orkla",450 g,"Cardboard,Paperboard,HDPE 2 - High-density polyethylene",Origin unknown,"Source of fibre,FSC,FSC Mix,High fibres,No added sugar",Finland,Breakfast cereals,"Cereals and potatoes,Breakfast cereals",Mueslis,No information available,No information available,2.65,73.7
4202,6417801801318,Hasselpähkinävoilla maustettu pehmeä mysli,"Pauluns,Orkla",375 g,"Cardboard,Paperboard,HDPE 2 - High-density polyethylene",Origin unknown,"Source of fibre,FSC,FSC Mix,High fibres,No added sugar",Finland,Breakfast cereals,"Cereals and potatoes,Breakfast cereals",Mueslis,No information available,No information available,2.65,73.7
4203,6417808290634,Tomaatti-Chili salaattikastike,Felix,375 g,Plastic,Origin unknown,"No gluten,Vegetarian,Vegan,No lactose",Finland,Dressings and sauces,"Fats and sauces,Dressings and sauces",Groceries,No information available,No information available,4.607,54.1
4204,6417867251560,Piparisuklaa,Kultasuklaa,80g,"Plastic,Wrapper",Origin unknown,"Sustainable farming,Avainlippu,UTZ Certified,UTZ Certified Cocoa,fi:valmistettu-suomessa",Finland,Chocolate products,"Sugary snacks,Chocolate products",Milk chocolate bar,No information available,No information available,2.95,70.7
4205,6417901008860,Vanilja Pingviini kermajäätelö,"Pingviini,Nestlé",120 ml,"Cardboard,Paperboard",Origin unknown,"Avainlippu,No lactose",Finland,Ice cream,"Milk and dairy products,Ice cream",Ice cream in individual cup,No information available,No information available,2.6,74.2
4206,6418337210957,Ohrarieska,Aholan-kotileipomo,250 g,fi:muovipussi,Origin unknown,"fi:käsintehty,fi:maakuntien-parhaat",Finland,Bread,"Cereals and potatoes,Bread",fi:rieskat,No information available,No information available,2.5,75.2
4207,6418654002099,Messina,Laitilan,330 ml,"Metal,Recyclable Metals,Aluminium,Can",Origin unknown,No preservatives,Finland,Sweetened beverages,"Beverages,Sweetened beverages",Sweetened beverages,No information available,No information available,0.55,94.8
4208,6418654005434,Pils alkoholiton olut,Laitilan-kukko,33 cl,fi:alumiini,Origin unknown,No gluten,Finland,Unsweetened beverages,"Beverages,Unsweetened beverages",Non-alcoholic beers,No information available,No information available,0.55,94.8
4209,6418654005441,Kukko IPA alkoholiton olut,Laitilan,33 cl,"Metal,Recyclable Metals,Aluminium,fi:alumiinitölkki",Origin unknown,fi:tuulisähköllä-tuotettu,Finland,Unsweetened beverages,"Beverages,Unsweetened beverages",Non-alcoholic beers,No information available,No information available,0.55,94.8
4210,6418654005540,Pisara luovutusolut,Kukko,33 cl,"Metal,Recyclable Metals,Aluminium,fi:pantti",Origin unknown,"No gluten,Crossed Grain Trademark",Finland,Unsweetened beverages,"Beverages,Unsweetened beverages",Non-alcoholic beers,No information available,No information available,0.55,94.8
4211,6418724602754,Tipu,Dammenberg,90g,"Paper,Box",Origin unknown,"No gluten,Halal,Avainlippu,No eggs,No soy",Finland,Chocolate products,"Sugary snacks,Chocolate products",Easter food,No information available,No information available,2.95,70.7
4212,6418785001831,Sima,Vip,"1,5 L",Plastic,Origin unknown,fi:pantti,Finland,Sweetened beverages,"Beverages,Sweetened beverages",Sodas,No information available,No information available,0.55,94.8
4213,6419744004955,Metsästäjänleike ja Muusi,Kokkikartano,350 g,"Plastic,Pet-polyethylene-terephthalate,Cardboard,Other-plastics,Paperboard",Origin unknown,No lactose,Finland,One-dish meals,"Composite foods,One-dish meals",Microwave meals,No information available,No information available,2.95,70.7
4214,6419744005303,Paneroitu kalaleike ja muusi,Kokkikartano,350 g,"Plastic,Pet-polyethylene-terephthalate,Cardboard,Other-plastics,Paperboard",Origin unknown,"Sustainable,Sustainable fishery,No lactose,Sustainable Seafood MSC",Finland,One-dish meals,"Composite foods,One-dish meals",Microwave meals,No information available,No information available,2.95,70.7
4215,6419744005365,Broilerpyörykät ja muusi,Kokkikartano,350 g,"Plastic,Pet-polyethylene-terephthalate,Container,Other-plastics,fi:♺",Origin unknown,"New,No lactose,fi:Hyvää Suomesta",Finland,One-dish meals,"Composite foods,One-dish meals",Microwave meals,No information available,No information available,2.95,70.7
4216,6419744005396,Broilerin sisäfilee ja risotto,Kokkikartano,350 g,"Plastic,Pet-polyethylene-terephthalate,Cardboard,Other-plastics,Paperboard",Origin unknown,"No gluten,No lactose",Finland,One-dish meals,"Composite foods,One-dish meals",Chicken risottos,No information available,No information available,2.95,70.7
4217,6419800121251,Palautusjuoma suklaa,"Teho-sport,Olvi,Maitomaa",330 ml,"Multilayer-composite,Tetra Pak",Origin unknown,"No gluten,No artificial sweeteners,No lactose",Finland,Milk and yogurt,"Milk and dairy products,Milk and yogurt",Protein shakes,No information available,No information available,1.05,89.8
4218,6419800121398,Palautusjuoma suklaa + kreatiini,"Teho-sport,Olvi,Maitomaa","0,33 l","Multilayer-composite,Tetra Pak,Paper and cardboard / Plastic / Aluminium,Tetra Prisma Aseptic,84 C/PAP",Origin unknown,No lactose,Finland,Milk and yogurt,"Milk and dairy products,Milk and yogurt",Protein shakes,No information available,No information available,1.05,89.8
4219,6419800121466,Palautusjuoma valkosuklaa-vanilja,"Teho-sport,Olvi,Maitomaa","0,33 l","Multilayer-composite,Tetra Pak,Paper and cardboard / Plastic / Aluminium,Tetra Prisma Aseptic,84 C/PAP",Origin unknown,"Source of proteins,Avainlippu,High proteins",Finland,Milk and yogurt,"Milk and dairy products,Milk and yogurt",Protein shakes,No information available,No information available,1.05,89.8
4220,6419811102409,Ruissydän,Fazer,400 g,"Cardboard,Paperboard",Origin unknown,"No added sugar,No additives,No wheat,fi:Sydänmerkki",Finland,Breakfast cereals,"Cereals and potatoes,Breakfast cereals",Rye flakes,No information available,No information available,2.65,73.7
4221,6420101882666,Ketsuppi,Meira,"1,2kg",Plastic,Origin unknown,"No preservatives,Avainlippu",Finland,Dressings and sauces,"Fats and sauces,Dressings and sauces",Groceries,No information available,No information available,4.607,54.1
4222,6420256012079,Lauantai,"Malaco,Cloetta",150g,"Plastic,Pp-polypropylene",Origin unknown,"Sustainable farming,UTZ Certified,UTZ Certified Cocoa",Finland,Sweets,"Sugary snacks,Sweets",Bonbons,No information available,No information available,2.95,70.7
4223,6420256013380,Center,Cloetta,80g,"Plastic,Other-plastics,Wrapper",Origin unknown,"Sustainable farming,UTZ Certified,UTZ Certified Cocoa",Finland,Chocolate products,"Sugary snacks,Chocolate products",Bars-covered-with-chocolate,No information available,No information available,2.95,70.7
4224,6420256014875,Suosikit kirpeä hedelmä,Malaco,220g ℮,"Plastic,Pp-polypropylene",Origin unknown,"Sustainable,Sustainable Palm Oil",Finland,Sweets,"Sugary snacks,Sweets",Bonbons,No information available,No information available,2.95,70.7
4225,6420256014981,Aakkoset Choco,Cloetta,280g,"Plastic,Other-plastics",Origin unknown,"Sustainable farming,UTZ Certified,UTZ Certified Cocoa",Finland,Sweets,"Sugary snacks,Sweets",Bonbons,No information available,No information available,2.95,70.7
4226,6420256014998,TV Mix Hedelmä,"Malaco,Cloetta",325 g ℮,"Plastic,Other-plastics",Origin unknown,fi:🚮,Finland,Sweets,"Sugary snacks,Sweets",Bonbons,No information available,No information available,2.95,70.7
4227,6420256015476,TV Mix Laku,"Malaco,Cloetta",325 g,"Plastic,Other-plastics",Origin unknown,Natural flavors,Finland,Sweets,"Sugary snacks,Sweets",Gummi candies,No information available,No information available,2.95,70.7
4228,6420610111769,Premium Appelsiinitäysmehu,Bonne,1 L,Tetra Pak,Origin unknown,"Avainlippu,EAC,FSC,FSC Mix",Finland,Fruit juices,"Beverages,Unsweetened beverages",Orange juices,No information available,No information available,0.95,90.8
4229,6420613935317,Utah Rye IPA,Saimaa-brewing-co,330 ml,"Metal,Recyclable Metals,Aluminium",Origin unknown,"Avainlippu,fi:ekoenergiasertifiointi",Finland,Unsweetened beverages,"Beverages,Unsweetened beverages",Non-alcoholic beers,No information available,No information available,0.55,94.8
4230,6420615454618,Vohvelit Black and White,Vanajan,℮ 325g,"Plastic,Pp-polypropylene",Origin unknown,"Avainlippu,EAC,No lactose",Finland,Biscuits and cakes,"Sugary snacks,Biscuits and cakes",Stuffed waffles,No information available,No information available,2.5,75.2
4231,6420615455011,Suklaaässä,Vanajan,300 g,"Plastic,Pp-polypropylene",Origin unknown,"Avainlippu,No palm oil",Finland,Biscuits and cakes,"Sugary snacks,Biscuits and cakes",Chocolate biscuits,No information available,No information available,2.5,75.2
4232,6420900007987,Suklaalakukuulat fruit and berries,halva,140g,"Plastic,Bag",Origin unknown,Natural flavors,Finland,Chocolate products,"Sugary snacks,Sweets",Chocolate candies,No information available,No information available,2.95,70.7
4233,6420900009318,Wanhan ajan laku,halva,350g,"Plastic,Bag",Origin unknown,fi:valmistettu-suomessa,Finland,Sweets,"Sugary snacks,Sweets",Bonbons,No information available,No information available,2.95,70.7
4234,6424200011811,Saariston Varras,Leivon-leipomo,260 g,fi:muovipussi,Origin unknown,"Source of fibre,High fibres,No additives,No lactose",Finland,Bread,"Cereals and potatoes,Bread",Breads,No information available,No information available,2.5,75.2
4235,6424200063513,Tippaleipä 2 kpl,Leivon-leipa,90 g,"Plastic,Pet-polyethylene-terephthalate",Origin unknown,No lactose,Finland,Pastries,"Sugary snacks,Biscuits and cakes",fi:tippaleipä,No information available,No information available,2.5,75.2
4236,6424908115057,Amerikkalainen Kurkkuviipale,Felix,380 g,"fi:lasi,fi:alumiini",Origin unknown,No preservatives,Finland,Salty and fatty products,"Salty snacks,Salty and fatty products",Pickled cucumbers,No information available,No information available,2.1,79.2
